start,stop,name,tier
12.593165134166815,19.581914541020904,Erhu,Erhu
22.019215670978564,29.167767866430733,Erhu,Erhu
31.1785412986458,45.07709376660678,Erhu,Erhu
45.89968289796749,52.45337522260577,Erhu,Erhu
53.824357108206954,60.227731077272225,Erhu,Erhu
61.415915378126584,71.46575660910328,Erhu,Erhu
72.16648068396611,74.360051700928,Erhu,Erhu
75.42637094528448,80.86430889539172,Erhu,Erhu
81.7173642908769,100.54991610622871,Erhu,Erhu
103.13954855680872,114.10740364161819,Erhu,Erhu
114.80812771648101,121.72077916350149,Erhu,Erhu
3.1486232555808895,40.111092714318055,Zhongruan,Zhongruan
40.9946143739277,45.07709376660678,Zhongruan,Zhongruan
49.1934849612874,76.46364113840582,Zhongruan,Zhongruan
77.36993786182158,81.12459571597257,Zhongruan,Zhongruan
82.06326017951032,113.85705279157669,Zhongruan,Zhongruan
119.03974792054807,123.09804259640521,Zhongruan,Zhongruan
