start,stop,name,tier
28.95900767158383,37.51351160423611,Erhu,Erhu
40.16407658306506,49.085130980948335,Erhu,Erhu
51.58336463915494,54.478137378848324,Erhu,Erhu
55.788186736200565,61.302580542729764,Erhu,Erhu
63.008691333700135,66.32596601216589,Erhu,Erhu
66.99622382290426,72.3237942857164,Erhu,Erhu
74.5173653026783,77.38119413037855,Erhu,Erhu
78.35611458236161,84.14470476601105,Erhu,Erhu
85.94221434935483,95.1094893875876,Erhu,Erhu
97.36399293279844,99.97508483382515,Erhu,Erhu
101.25466792705292,107.31745448782259,Erhu,Erhu
108.7798351657972,111.58665493620832,Erhu,Erhu
112.71390670881374,117.16198127098646,Erhu,Erhu
120.51327032467825,184.26363567232656,Erhu,Erhu
185.0862248036873,190.32642223309625,Erhu,Erhu
3.4228196327011258,13.080625360158347,Pipa,Pipa
14.146944604514822,26.582639069875114,Pipa,Pipa
75.18777773190122,184.26363567232656,Pipa,Pipa
185.0862248036873,190.58973485895223,Pipa,Pipa
3.4228196327011258,190.19313659259157,Zhongruan,Zhongruan
115.83945641909098,119.66424422491296,Xiao,Xiao
120.5517549962147,190.78481044012605,Xiao,Xiao
