start,stop,name,tier
2.204169067722297,142.87936725586772,Pipa,Pipa
143.8542877078508,144.9815394804562,Pipa,Pipa
2.204169067722297,41.39814747385363,Xiao,Xiao
41.88560769984517,48.45530092927002,Xiao,Xiao
49.36928885300414,55.096946508404635,Xiao,Xiao
56.224198281010054,84.20611392925026,Xiao,Xiao
87.96390397802084,144.9815394804562,Xiao,Xiao
29.691630549025795,42.830061887703756,Xun,Xun
43.34798837781976,84.20611392925026,Xun,Xun
87.96390397802084,93.60016284104792,Xun,Xun
93.96575801054156,99.67990534413752,Xun,Xun
99.98456798538224,115.31455740076429,Xun,Xun
