start,stop,name,tier
66.6984463348672,75.58660242087008,Guzheng,Guzheng
77.64125076028543,123.8313729760082,Guzheng,Guzheng
126.20346514323509,148.53228374674245,Guzheng,Guzheng
172.628563582106,180.06156040238227,Guzheng,Guzheng
187.66548909764953,238.7832621598297,Guzheng,Guzheng
2.056083389299073,41.49343038017856,Guqin,Guqin
55.778446928910725,61.25974603710855,Guqin,Guqin
66.6984463348672,75.58660242087008,Guqin,Guqin
86.7105406529493,123.8313729760082,Guqin,Guqin
126.20346514323509,148.53228374674245,Guqin,Guqin
154.19708060353506,154.89928567706102,Guqin,Guqin
158.74450404903453,162.08761081212552,Guqin,Guqin
167.2266877070564,168.05101540206513,Guqin,Guqin
195.82650692476207,238.7832621598297,Guqin,Guqin
1.660474915219701,20.04213371557075,Pipa,Pipa
20.85055103216773,39.17310057200583,Pipa,Pipa
47.32669199489628,51.4330651422546,Pipa,Pipa
66.6984463348672,75.58660242087008,Pipa,Pipa
104.66920439410374,123.8313729760082,Pipa,Pipa
126.20346514323509,148.53228374674245,Pipa,Pipa
172.628563582106,174.93653860348343,Pipa,Pipa
176.08143817988443,180.06156040238227,Pipa,Pipa
195.82650692476207,238.7832621598297,Pipa,Pipa
51.54911834583823,58.369736303498364,Erhu,Erhu
61.29833666617569,69.21722540294944,Erhu,Erhu
104.66920439410374,123.8313729760082,Erhu,Erhu
126.20346514323509,162.10287613981086,Erhu,Erhu
195.82650692476207,238.7832621598297,Erhu,Erhu
41.9763976015968,51.40253448688391,Xiao,Xiao
61.29833666617569,69.21722540294944,Xiao,Xiao
86.29671207929408,123.8313729760082,Zhudi,Zhudi
126.20346514323509,148.53228374674245,Zhudi,Zhudi
161.55332434313837,180.06156040238227,Zhudi,Zhudi
195.82650692476207,238.7832621598297,Zhudi,Zhudi
